5.44,0.93,5.30
-0.73,-0.73,5.66
-3.46,-0.99,5.62
-5.00,-1.15,5.23
-4.81,-0.33,4.95
-3.24,-0.28,5.00
-0.21,1.00,6.40
3.45,4.26,9.43
6.97,8.49,11.50
7.89,6.54,9.04
4.36,2.58,6.17
0.64,1.38,5.82
-1.19,0.61,6.46
-1.79,0.51,5.99
-2.24,-0.38,5.48
-2.15,-0.55,5.18
-1.41,-0.36,5.72
0.32,1.40,7.64
1.62,2.94,10.10
4.63,6.02,12.03
6.56,6.89,10.92
6.52,4.29,6.80
4.95,2.52,3.78
2.28,0.91,2.90
-0.83,-0.52,3.02
-4.02,-1.79,4.27
-5.02,-0.63,7.04
-3.33,0.50,9.35
0.21,2.37,11.31
5.47,6.79,13.00
9.53,8.05,10.87
10.16,5.22,6.08
6.65,1.63,2.41
1.55,-0.29,4.00
-1.74,-0.69,5.83
-4.15,-0.49,6.68
-4.67,0.02,6.88
-3.32,0.12,6.43
-0.68,0.61,6.89
2.61,3.19,9.08
6.25,7.66,11.35
7.97,8.90,11.12
5.87,4.51,7.35
2.83,1.13,4.68
1.07,0.28,2.63
-0.74,-0.24,3.55
-2.16,-0.02,4.97
-3.05,0.26,6.33
-3.32,0.22,8.13
-0.22,1.80,9.83
4.63,6.23,11.67
8.69,8.79,11.02
8.20,5.57,7.07
6.11,2.19,3.39
2.41,0.50,3.41
-0.64,0.13,5.40
-3.23,-0.17,6.84
-4.89,0.38,7.97
-3.78,-0.07,7.41
-1.00,0.48,7.45
2.49,2.29,8.78
7.74,8.71,11.12
11.12,9.77,9.29
8.92,3.82,4.47
3.73,-0.27,2.60
-0.44,-0.84,4.92
-3.53,-0.74,7.34
-4.58,0.05,8.43
-4.82,-0.02,9.44
-1.65,0.38,9.73
4.03,3.49,10.70
9.03,8.91,11.31
11.16,8.02,6.74
9.32,2.86,0.92
4.84,-0.83,1.17
0.14,0.16,7.03
-1.94,1.06,9.75
-6.02,1.20,12.16
-5.71,0.05,10.35
-1.18,-1.07,7.19
2.57,0.66,7.46
9.63,7.89,8.61
17.22,11.01,4.68
11.75,3.51,4.40
1.45,0.36,9.93
-4.34,0.05,12.14
-6.47,-0.32,11.65
-6.75,-0.92,9.00
-3.11,-1.77,4.01
1.29,-1.30,3.25
4.02,0.23,4.26
5.91,3.80,6.71
6.71,6.43,11.83
3.40,5.06,12.95
-0.25,0.95,9.94
-1.85,-0.77,7.12
0.14,0.28,5.36
6.25,2.21,2.06
7.65,1.84,1.65
5.15,1.41,6.68
2.40,1.65,11.29
-3.31,0.57,14.26
-6.29,-0.95,12.35
-3.50,-1.30,8.98
1.46,-0.42,6.73
4.71,0.90,5.76
10.34,5.73,6.63
14.02,7.27,4.79
9.47,2.78,4.41
2.48,-0.79,7.02
-2.22,-0.76,9.53
-5.76,-1.63,10.02
-7.98,-1.74,8.59
-4.50,-1.35,7.32
0.81,-0.58,6.92
4.86,1.45,7.39
11.71,9.53,10.49
16.50,9.80,8.00
9.67,0.71,4.23
0.44,-2.14,7.69
-4.31,-1.41,9.95
-6.65,-1.23,8.79
-6.47,-1.64,6.97
-3.12,-2.03,5.25
1.83,-0.88,5.88
7.34,4.76,9.63
13.69,11.68,12.16
12.92,5.92,6.02
5.23,-0.39,4.64
-1.33,-1.33,7.35
-4.29,-1.26,8.83
-5.72,-1.23,8.33
-5.65,-1.42,6.90
-1.91,-1.36,6.20
2.60,0.52,7.00
9.30,7.42,10.56
15.63,11.41,10.63
12.34,3.43,4.20
2.82,-1.59,5.32
-2.82,-1.08,8.91
-5.37,-0.96,8.69
