3.26,8.61,-8.50
2.79,7.95,-7.66
2.40,7.49,-6.55
2.07,7.08,-4.89
2.19,6.70,-3.24
2.63,7.09,-1.42
2.78,8.11,0.18
2.16,7.19,1.46
1.78,6.67,3.15
1.67,6.42,4.20
2.72,7.98,4.50
3.07,9.61,5.12
2.77,8.03,5.58
2.02,6.51,5.82
1.81,6.01,5.34
1.89,6.03,4.69
1.89,6.85,5.11
2.00,7.43,5.77
1.87,7.45,5.76
1.87,7.73,4.13
1.85,8.65,3.48
2.05,9.92,1.31
2.22,8.50,-1.30
1.78,7.30,-2.67
1.94,7.06,-4.05
2.10,7.91,-5.83
2.32,7.76,-7.21
2.23,6.79,-8.43
2.56,6.42,-9.30
3.33,5.39,-10.41
3.48,4.49,-11.07
3.35,5.87,-10.31
3.94,6.35,-11.37
4.40,6.05,-12.03
4.47,4.57,-11.65
4.78,5.06,-12.09
4.79,5.55,-11.87
4.74,6.24,-11.84
4.80,6.50,-11.76
4.59,6.67,-11.79
4.43,6.76,-10.88
4.04,7.32,-10.01
3.57,7.01,-8.97
3.15,7.69,-7.87
3.16,8.03,-7.00
2.73,8.49,-6.36
2.84,8.46,-6.24
2.52,8.01,-4.40
1.80,7.56,-1.83
1.57,7.59,-0.20
1.78,7.89,1.32
2.03,7.74,1.36
1.99,6.98,1.28
1.71,6.10,3.11
1.63,5.73,5.21
1.46,5.91,6.95
1.68,5.51,6.96
1.89,4.65,4.83
1.69,4.49,5.99
1.55,4.53,6.98
1.54,4.17,7.21
2.22,4.73,6.82
2.27,4.78,7.06
2.30,6.63,7.42
2.21,7.25,6.17
2.24,7.30,3.62
2.32,7.32,1.90
2.25,8.74,1.44
2.51,9.58,0.69
2.13,10.27,0.19
1.82,9.17,-1.59
1.73,8.15,-3.49
1.91,7.23,-5.05
1.75,8.26,-5.64
1.43,9.12,-5.38
1.90,9.04,-6.97
2.04,7.51,-8.09
1.88,6.93,-8.15
1.87,7.45,-8.24
2.17,7.67,-9.23
2.48,6.73,-9.67
2.84,5.31,-10.57
2.94,5.80,-11.05
3.23,6.58,-11.30
3.37,6.05,-11.15
3.63,4.22,-11.36
4.01,4.18,-11.96
4.10,5.76,-12.44
4.22,6.41,-12.37
4.21,6.88,-11.93
3.91,7.18,-10.55
3.53,7.11,-9.03
2.88,7.27,-7.74
2.89,7.73,-7.33
3.05,9.53,-5.94
2.72,9.98,-4.20
2.77,8.66,-3.33
2.56,7.89,-2.46
2.21,7.78,-0.99
2.22,8.02,0.69
2.22,7.51,1.37
1.93,7.51,2.62
1.82,6.93,3.18
2.15,6.70,4.04
1.86,6.47,5.10
1.71,5.83,5.02
2.34,5.93,4.34
2.87,6.09,4.70
2.40,6.09,6.02
2.08,5.56,6.15
1.90,4.72,5.96
2.07,4.88,6.45
2.15,5.20,6.05
2.20,5.74,6.87
2.14,6.59,6.59
2.10,7.91,5.86
2.33,8.59,4.31
2.19,8.13,2.65
2.18,8.90,1.24
1.83,9.67,-0.37
1.74,8.86,-1.81
1.75,7.94,-3.48
1.63,8.26,-3.92
1.84,7.99,-5.96
1.22,7.41,-6.84
1.57,8.45,-7.29
1.54,8.58,-7.89
1.81,7.58,-8.75
2.09,6.45,-10.07
2.08,6.43,-10.31
1.98,5.87,-9.86
2.23,4.13,-9.57
2.35,4.54,-10.88
2.63,6.29,-12.41
2.94,5.16,-13.32
3.18,4.54,-12.87
3.34,3.88,-12.66
3.35,3.92,-12.19
3.50,4.69,-12.37
3.52,4.89,-12.14
3.58,5.05,-11.77
3.45,6.31,-11.38
3.35,6.97,-10.47
3.12,7.49,-9.21
3.15,7.96,-8.45
3.29,8.48,-7.40
2.81,8.91,-5.70
2.86,9.21,-5.02
3.40,8.07,-5.31
3.26,7.44,-3.04
2.91,8.09,-0.43
2.78,7.80,1.44
2.13,7.28,1.32
2.29,7.36,1.80
2.23,6.29,2.32
2.32,7.22,4.63
2.45,7.95,5.68
2.80,7.30,5.56
2.52,6.67,5.02
2.04,6.04,5.46
2.05,5.82,5.34
2.07,6.34,5.17
1.88,5.43,4.98
1.74,4.92,5.40
1.75,5.05,6.21
1.81,5.88,6.62
2.17,6.97,6.27
2.26,7.58,6.01
2.21,7.81,4.43
1.91,6.94,3.94
0.85,8.30,1.45
1.41,7.25,1.74
1.81,9.07,-0.21
1.27,9.90,-2.21
1.29,9.63,-2.80
1.08,8.94,-3.67
0.71,8.49,-4.40
1.10,9.02,-5.27
1.20,7.96,-6.00
1.46,8.39,-8.02
1.24,9.73,-6.45
1.53,7.66,-7.32
1.87,5.64,-7.82
2.39,5.78,-8.51
2.12,8.33,-8.10
3.00,6.90,-9.99
3.32,3.77,-11.06
3.66,5.24,-11.37
4.30,8.30,-11.65
4.58,5.73,-12.99
4.12,5.25,-11.06
4.38,4.09,-10.82
4.42,5.37,-10.80
4.81,5.16,-11.09
4.84,5.54,-10.98
4.84,5.78,-11.20
5.16,5.74,-11.51
5.49,6.21,-11.26
5.71,6.96,-10.81
5.26,9.19,-7.40
3.95,9.45,-4.03
3.34,7.44,-4.48
3.25,7.11,-4.15
3.59,8.08,-3.74
3.56,8.59,-2.02
2.25,8.67,0.72
1.28,6.78,2.23
1.08,6.10,1.95
1.80,5.40,-0.07
2.78,7.14,0.89
3.17,9.82,4.46
2.54,9.63,5.96
2.32,6.76,5.16
1.69,7.24,4.91
2.10,6.34,4.76
1.87,6.36,4.66
1.68,5.37,5.40
1.46,5.33,6.17
1.43,5.45,6.64
1.68,5.78,6.54
1.39,5.96,6.86
1.55,6.96,6.72
1.45,7.72,6.50
1.78,8.06,4.09
1.63,7.55,2.94
1.37,8.59,1.71
1.33,8.50,0.57
1.24,9.31,-0.36
1.64,9.13,-2.39
1.36,8.52,-3.60
1.01,7.32,-3.77
1.65,8.18,-5.58
1.72,9.03,-5.66
2.06,8.87,-7.14
2.79,7.84,-8.68
2.60,6.56,-8.88
2.87,6.19,-8.63
3.34,5.70,-9.85
3.70,6.16,-10.95
3.92,5.18,-10.60
3.54,3.83,-9.58
4.01,5.43,-10.56
4.68,6.37,-12.18
4.91,5.51,-12.76
5.03,4.45,-12.25
4.84,4.56,-11.52
4.78,4.98,-11.55
4.67,6.14,-11.53
4.79,6.59,-11.32
4.69,6.50,-10.83
4.58,6.96,-9.11
3.74,8.35,-6.15
3.44,8.59,-5.22
2.66,8.07,-3.99
2.64,7.36,-3.52
2.79,7.26,-2.34
2.59,8.26,-0.72
2.21,8.39,1.41
2.15,7.46,1.80
1.97,6.24,1.81
1.95,4.93,1.61
2.01,6.32,4.27
2.07,6.70,6.40
1.92,6.26,7.24
2.05,6.75,7.30
2.11,5.46,6.02
1.81,5.16,6.51
1.70,5.11,7.58
1.46,3.70,6.16
1.58,4.13,6.09
1.76,4.79,5.64
1.64,4.77,6.44
1.58,4.97,6.75
1.39,5.04,7.16
1.50,5.84,6.89
1.47,6.89,6.59
2.11,8.36,4.59
1.86,8.58,2.16
1.38,8.46,1.47
1.04,8.58,0.43
0.78,8.87,-0.69
1.30,9.29,-3.09
1.44,8.20,-4.35
1.17,7.99,-4.81
0.78,8.46,-4.64
1.24,8.46,-6.34
1.74,8.67,-8.62
2.01,8.12,-9.66
1.51,7.77,-7.09
1.00,9.11,-8.14
0.85,8.63,-7.03
1.80,7.39,-8.19
2.22,5.68,-9.16
2.53,6.24,-9.74
2.92,7.10,-9.72
2.96,6.76,-10.31
3.51,5.46,-10.60
3.74,4.62,-10.58
4.60,4.35,-11.87
4.94,4.56,-12.47
5.35,4.91,-12.45
5.71,7.17,-12.64
5.44,6.00,-11.39
4.76,5.70,-9.90
4.95,6.79,-10.32
4.56,6.87,-9.40
4.10,6.84,-7.91
3.45,7.42,-5.90
2.56,7.98,-4.40
2.46,8.11,-4.65
2.85,8.79,-4.40
2.37,8.97,-3.32
2.20,8.21,-2.51
2.30,8.82,-1.75
2.51,9.75,-0.91
2.30,9.34,-0.12
1.36,8.08,0.28
0.73,7.07,2.52
1.01,6.68,2.88
1.60,7.17,3.13
1.62,7.18,4.38
1.46,6.69,5.46
1.25,6.40,6.72
1.31,6.65,6.50
1.91,5.56,5.21
1.37,5.39,5.79
1.04,4.86,6.97
0.50,4.59,7.36
0.74,4.65,7.00
1.09,5.78,6.70
1.18,6.45,6.12
1.23,7.01,5.40
1.19,7.35,4.31
1.37,7.68,2.91
1.67,9.09,1.37
1.52,10.06,0.07
1.34,10.25,-1.40
1.43,9.06,-2.41
1.32,8.53,-3.45
1.52,7.98,-4.71
1.83,8.20,-5.65
1.73,8.50,-5.82
1.90,8.07,-6.40
2.41,7.97,-7.65
2.96,6.68,-9.63
2.48,5.94,-8.75
2.27,6.78,-8.19
2.66,5.42,-8.78
3.16,6.03,-10.50
3.59,4.79,-11.71
3.76,3.72,-12.33
3.73,3.84,-12.05
4.10,4.60,-12.35
4.41,3.52,-13.02
4.16,2.33,-12.40
4.39,1.96,-12.64
4.55,1.78,-12.63
4.85,2.65,-12.75
5.15,3.93,-12.56
5.25,4.92,-12.60
5.40,4.71,-12.88
5.48,4.81,-12.23
4.80,7.15,-8.85
3.88,8.15,-6.29
3.22,7.64,-5.15
2.57,6.76,-4.18
2.46,7.15,-3.31
2.61,7.53,-2.90
2.78,9.76,-0.73
2.42,9.48,-0.30
1.97,8.99,0.47
1.50,8.09,1.63
1.57,6.82,1.28
1.30,7.35,3.71
1.41,8.75,5.72
1.04,6.87,5.37
-0.02,3.41,3.61
-0.43,2.48,3.94
0.34,6.09,8.44
0.38,5.37,8.13
-0.26,3.39,7.20
-0.05,2.95,6.47
0.06,4.02,6.56
0.20,3.73,5.82
0.06,5.06,7.75
-0.08,5.48,8.13
0.07,5.09,6.87
0.46,6.46,5.17
1.14,8.40,4.01
1.09,8.84,3.65
0.52,8.13,4.15
-0.09,7.98,2.00
0.73,7.72,-0.42
1.24,9.12,-2.80
1.45,8.86,-3.22
1.21,8.63,-2.68
0.83,8.07,-3.47
0.96,7.78,-4.45
1.44,8.46,-5.94
1.79,7.40,-7.10
2.32,8.53,-8.00
2.42,6.42,-8.30
2.09,7.31,-9.43
3.31,5.22,-12.41
3.38,4.78,-12.16
3.06,5.63,-11.05
3.13,4.32,-10.73
3.34,4.54,-11.04
3.82,2.71,-11.73
4.17,3.22,-12.44
3.95,2.80,-12.05
4.19,2.95,-12.45
4.63,3.03,-13.47
4.63,3.41,-13.85
4.55,3.72,-13.96
4.30,4.10,-13.05
3.53,4.50,-11.77
3.24,4.65,-10.64
3.05,6.00,-9.20
3.10,6.90,-8.45
2.89,7.86,-7.09
2.57,8.20,-5.46
2.04,7.93,-3.58
1.45,7.91,-1.82
1.18,7.75,-0.77
1.62,9.87,0.13
1.87,11.31,0.31
1.65,10.33,-0.48
1.30,7.97,-0.47
0.82,7.81,0.71
0.47,9.17,2.69
0.00,8.89,4.54
-0.42,7.60,4.99
0.00,5.85,3.06
-0.16,5.94,4.06
