2.33,0.29,6.86
2.33,0.28,7.03
2.21,0.25,7.06
2.25,0.30,7.02
2.26,0.37,6.96
2.21,0.33,7.00
2.27,0.29,6.99
2.34,0.41,6.86
2.25,0.34,6.95
2.21,0.29,7.02
2.24,0.35,7.02
2.32,0.28,6.91
2.26,0.23,7.07
2.25,0.32,6.94
2.25,0.27,7.05
2.29,0.22,7.06
2.33,0.24,7.08
2.32,0.26,6.98
2.38,0.25,6.94
2.47,0.23,6.88
2.37,0.08,7.01
2.32,0.23,7.09
2.37,0.17,7.06
2.43,0.23,7.01
2.40,0.15,7.04
2.38,0.18,6.99
2.34,0.15,6.95
2.36,0.18,6.87
2.35,0.21,7.05
2.46,0.18,7.03
2.30,0.14,7.00
2.42,0.11,6.86
2.41,0.06,6.92
2.38,0.15,6.95
2.38,0.17,7.05
2.34,0.16,6.91
2.41,0.13,6.92
2.53,0.11,7.04
2.36,0.02,6.98
2.43,0.07,6.99
2.43,0.11,7.00
2.45,0.22,6.90
2.36,0.06,6.91
2.44,0.13,6.87
2.44,0.03,7.01
2.53,0.10,6.95
2.42,0.06,6.97
2.49,0.09,6.92
2.45,0.17,6.92
2.52,0.15,7.07
2.53,0.07,6.99
2.50,0.10,7.09
2.51,0.10,7.12
2.48,0.13,6.92
2.48,0.13,6.94
2.43,0.13,6.95
2.43,0.15,6.91
2.44,0.15,7.12
2.43,0.16,6.97
2.42,0.15,7.07
2.45,0.11,6.91
2.48,0.18,6.86
2.45,0.09,6.83
2.45,-0.01,7.17
2.47,0.25,7.05
2.41,0.14,6.98
2.42,0.23,6.85
2.59,0.26,6.86
2.46,0.22,6.94
2.42,0.17,7.04
2.29,0.14,6.98
2.37,0.30,6.95
2.48,0.27,7.04
2.52,0.31,6.79
2.47,0.28,6.72
2.42,0.31,6.96
2.46,0.24,7.02
2.40,0.29,6.98
2.38,0.29,7.16
2.48,0.33,7.02
2.38,0.43,6.83
2.37,0.25,6.80
2.28,0.38,6.91
2.26,0.32,7.07
2.42,0.42,7.08
2.47,0.38,7.03
2.34,0.36,6.79
2.40,0.32,6.85
2.43,0.46,6.81
2.30,0.38,6.99
2.27,0.31,7.02
2.47,0.38,7.02
2.36,0.39,6.92
2.34,0.35,6.92
2.32,0.36,6.89
2.28,0.39,6.99
2.32,0.32,7.02
2.27,0.37,6.97
2.33,0.37,6.99
2.38,0.42,6.86
2.35,0.41,6.88
2.35,0.27,6.99
2.38,0.38,7.02
2.34,0.30,7.07
2.40,0.36,7.04
2.49,0.33,7.04
2.49,0.35,6.91
2.44,0.33,6.99
2.43,0.29,7.00
2.46,0.27,6.95
2.44,0.25,6.97
2.48,0.31,6.94
2.41,0.31,6.86
2.39,0.28,6.94
2.32,0.27,7.03
2.46,0.30,7.07
2.45,0.31,7.04
2.32,0.20,7.02
2.32,0.28,7.03
2.44,0.28,7.00
2.56,0.32,6.83
2.44,0.31,6.88
2.40,0.26,6.90
2.43,0.33,7.08
2.38,0.31,7.05
2.42,0.28,7.04
2.54,0.28,6.86
2.51,0.33,6.90
2.50,0.29,6.91
2.35,0.21,7.01
2.47,0.49,7.16
2.32,0.32,6.94
2.28,0.21,6.96
2.28,0.22,7.00
2.27,0.12,7.04
2.42,0.01,6.96
2.60,0.03,6.83
2.49,0.06,6.84
2.47,0.03,6.97
2.48,-0.03,6.86
2.51,0.03,6.90
2.44,-0.07,6.97
2.45,-0.03,7.04
2.41,-0.10,6.97
2.44,-0.01,7.01
2.48,-0.03,6.87
2.41,0.01,6.94
2.47,0.02,6.80
2.37,0.04,7.02
2.43,-0.03,7.05
2.41,0.03,6.96
2.43,0.08,6.96
2.43,0.08,6.80
2.41,-0.02,6.87
2.44,0.04,6.99
2.48,-0.04,7.01
2.47,-0.04,7.00
2.48,-0.03,7.08
2.56,-0.02,7.02
2.50,-0.01,6.82
2.65,-0.07,6.91
2.67,0.01,6.92
2.50,-0.00,7.08
2.52,-0.02,7.06
2.63,0.05,6.91
2.52,-0.05,6.96
2.64,-0.07,6.93
2.52,-0.05,7.06
2.55,-0.06,6.95
2.43,0.03,7.00
2.40,0.01,7.08
2.51,0.07,6.97
2.55,0.01,7.00
2.61,-0.00,6.94
2.58,-0.13,7.02
2.59,-0.01,6.97
2.56,-0.04,6.98
2.52,0.04,7.04
2.57,-0.00,6.93
2.68,0.08,6.91
2.55,0.15,6.92
2.50,0.02,6.85
2.40,0.09,7.06
2.37,0.09,7.04
2.58,0.17,6.96
2.58,0.17,6.83
2.56,0.22,6.89
2.39,0.11,6.78
2.37,0.19,6.82
2.41,0.00,6.98
2.52,0.06,7.04
2.56,0.15,7.14
2.69,0.07,7.07
2.59,0.04,6.97
2.56,0.10,6.98
2.70,0.14,6.96
2.87,0.12,7.02
2.70,0.11,6.96
2.51,0.14,7.01
2.21,0.05,7.21
2.29,0.09,7.05
2.47,0.16,6.73
2.30,0.19,6.83
2.19,0.11,6.94
