5.06,-0.31,5.77
7.95,2.38,2.92
10.89,3.22,-1.47
8.28,0.84,-2.06
5.37,0.53,3.49
3.03,0.82,9.74
-0.40,2.16,14.64
-3.51,3.06,17.97
-1.32,1.90,16.14
1.83,0.65,13.24
5.62,1.29,9.22
7.24,2.42,4.51
7.24,2.32,-0.80
7.46,0.97,-4.68
4.82,-0.94,-2.98
3.59,-0.83,3.37
1.98,1.01,11.61
-0.25,5.12,21.06
-0.97,6.66,22.73
0.51,0.21,13.62
1.50,-0.34,9.30
2.35,1.30,7.82
3.42,1.82,3.19
4.76,1.81,1.47
3.63,2.01,1.40
4.24,1.47,0.05
7.18,-0.93,-3.15
6.13,-1.41,0.61
4.47,0.51,10.86
-1.85,3.17,16.13
-2.65,7.48,25.29
-0.11,0.25,14.79
2.35,-1.68,8.69
5.03,0.40,5.38
6.10,1.17,2.96
6.71,1.40,0.32
6.01,1.32,1.10
4.45,0.66,1.82
3.14,-0.20,3.14
0.53,1.00,9.36
-2.11,2.88,15.21
-1.53,4.25,16.06
-1.82,3.33,13.43
-3.48,1.66,10.96
-0.52,0.11,7.64
0.74,0.01,4.36
3.82,0.93,0.93
9.62,0.62,-1.42
12.11,-0.92,-0.93
6.17,-1.05,7.75
-3.05,3.66,18.00
-9.27,5.15,21.88
-8.19,1.49,13.87
-6.59,-3.33,6.86
-0.43,-2.00,5.71
7.60,0.32,1.85
13.14,2.15,1.78
12.11,3.46,7.33
-1.15,3.68,14.16
-8.70,1.71,13.52
-9.11,-2.47,5.10
-7.45,-3.18,1.82
2.89,-1.70,0.62
10.61,0.54,1.25
12.39,4.50,12.91
0.94,4.09,15.18
-0.92,5.20,19.41
-6.52,-2.03,8.82
-5.75,-3.04,1.97
-2.32,-0.80,2.20
1.66,0.30,3.46
6.22,2.00,4.62
8.44,3.80,7.78
9.59,3.80,8.68
7.38,-0.19,6.09
-0.23,-1.95,8.82
-10.58,-1.34,12.89
-10.20,-0.78,11.10
-6.70,0.01,9.45
-0.86,-0.77,6.88
2.45,0.62,5.81
5.32,2.30,4.82
9.17,4.26,5.83
9.76,3.61,4.16
8.55,0.20,3.98
-0.13,-2.11,10.94
-11.89,-0.39,16.61
-10.03,0.93,15.67
-3.12,-1.03,12.25
1.77,-1.70,7.79
6.39,-0.10,6.13
9.97,3.03,3.68
15.60,3.22,-1.53
12.68,0.10,-0.98
7.47,-3.27,5.77
1.58,-2.58,10.49
-5.41,0.96,19.86
-6.43,3.13,21.83
-1.73,-0.53,16.19
4.19,-2.52,8.71
6.56,-0.19,4.79
7.86,1.58,2.05
11.54,2.69,-3.41
10.73,0.74,-2.58
7.70,-0.68,2.33
3.89,-1.05,10.38
-2.30,0.55,14.94
-5.90,2.68,20.97
-2.77,1.68,18.64
1.97,-0.93,11.93
2.24,0.31,7.13
6.19,0.46,3.68
9.77,1.24,-2.95
7.39,-0.85,-3.41
4.34,-0.96,4.10
4.28,1.19,9.86
1.10,2.99,15.76
-2.77,2.55,17.80
-1.98,0.85,14.96
0.96,0.17,11.67
2.79,-0.25,9.05
4.67,1.30,4.29
5.33,1.52,0.72
5.04,1.19,-0.75
7.40,0.79,-3.95
6.52,-1.38,-0.11
3.96,-1.76,4.30
0.38,-0.34,12.27
-2.98,2.78,19.06
-2.27,3.97,23.86
0.35,-0.70,13.63
2.53,-1.59,9.88
5.49,-0.29,4.23
6.74,0.50,0.30
7.01,0.67,-0.25
6.47,0.42,-0.52
5.73,0.46,4.07
-0.51,1.47,11.47
-4.83,3.59,13.52
-7.39,4.67,13.55
-9.47,4.78,13.99
-8.19,3.62,12.47
-4.43,0.89,7.17
1.84,-0.42,2.46
7.11,0.23,-0.24
8.26,1.07,-0.36
5.13,1.29,2.41
3.37,1.57,5.76
-1.83,3.79,11.98
-8.35,5.89,17.70
-9.10,5.43,16.82
-5.75,1.61,12.18
-0.86,0.78,8.86
3.46,0.98,5.88
5.87,0.93,2.66
7.24,1.29,0.02
6.41,0.75,0.07
2.76,0.06,3.22
1.00,-0.23,4.79
-2.01,0.58,9.77
-4.88,3.34,15.72
-5.55,5.88,20.48
-1.76,3.41,17.10
0.14,0.60,11.83
3.21,0.19,6.66
4.12,1.16,4.17
4.84,0.92,0.81
3.66,1.05,-0.97
2.32,0.29,-0.44
3.59,-1.20,-2.23
4.82,-2.68,2.66
4.01,-0.78,13.69
3.04,1.69,17.87
-0.88,4.95,26.01
-3.39,2.38,20.08
-1.82,-2.04,9.98
1.77,-1.94,6.47
4.15,-0.21,1.38
6.37,-0.36,-0.06
8.92,-0.05,-3.64
8.81,-0.64,-4.29
5.26,-2.14,-0.05
3.13,-1.16,13.07
-0.97,1.92,17.15
-2.87,3.63,23.91
-2.63,2.20,19.76
-0.63,-0.66,13.50
3.42,-0.70,7.03
4.95,-0.16,2.76
6.04,0.67,-0.53
7.35,0.13,-3.24
6.19,-1.75,-5.58
3.97,-1.90,2.77
1.13,0.18,13.73
-4.13,3.83,27.11
-5.45,4.87,22.95
